nama,lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
"di Vhunian Sabilina Regency, Jl. Sabilina Pasar 7, Medan","Medan Tembung, Medan",Rp 375 Juta,Rumah,2,2,,78 m²,55 m²
"di Hunian Classic Amerika Jl. Namorambe, Medan","Medan Deli, Medan",Rp 315 Juta,Rumah,2,1,,80 m²,56 m²
Ruko Jl. Sutrisno. Dekat Jl. Laksana. Harga Bagus.inti Kota Medan,"Medan Area, Medan","Rp 1,8 Miliar Total",Ruko,,3,,80 m²,240 m²
Dijual Murah Komplek Royal Ayahanda Townhous Baru Siap Renovasi,"Medan Petisah, Medan",Rp 880 Juta,Rumah,2,3,1,40 m²,140 m²
Dijual Rumah Siap Huni Komplek Krakatau Palace,"Medan Tembung, Medan",Rp 1 Miliar,Rumah,3,3,,72 m²,150 m²
Ready Setia Budi Dekat Mawar Bakery,"Medan Selayang, Medan",Rp 550 Juta,Rumah,2,1,,60 m²,60 m²
Perumahan Cantik Dan Termurah Di Kota Medan,"Medan Marelan, Medan",Rp 465 Juta,Rumah,2,1,1,84 m²,50 m²
Launching Villa Polonia Garden Tipe Ebony Jalan Padang Golf,"Medan Polonia, Medan","Rp 5,85 Miliar",Rumah,4,5,1,128 m²,260 m²
Rumah Murah Siap Huni Dalam Komplek di Medan Marelan,"Marelan, Medan",Rp 350 Juta,Rumah,3,1,,66 m²,66 m²
Ruko Komplek Rx Lifestyle Avenue,"Medan Selayang, Medan",Rp 8 Miliar Total,Ruko,,3,1,120 m²,366 m²
RUMAH PUROWOSARI,"Medan Timur, Medan",Rp 720 Juta,Rumah,4,4,,224 m²,274 m²
Rumah Mewah 2 Lantai Dan Kolam Renang Pribadi Di Medan Helvetia,"Medan Helvetia, Medan","Rp 1,9 Miliar",Rumah,5,5,1,168 m²,180 m²
Dijual Apartemen Podomoro Liberty Tower Jalan Putri Hijau,"Medan Barat, Medan","Rp 1,8 Miliar",Apartemen,1,1,,,63 m²
Dijual Rumah Jalan Durung,"Medan Tembung, Medan","Rp 3,3 Miliar",Rumah,7,6,,378 m²,378 m²
Dijual Apartemen Podomoro Tower Liberty Lt 25 Jalan Putri Hijau,"Medan Barat, Medan","Rp 1,8 Miliar",Apartemen,1,1,,,63 m²
Rumah 1 Lantai Harga 400jt Di Medan Marelan,"Medan Marelan, Medan",Rp 490 Juta,Rumah,2,1,1,84 m²,50 m²
Rumah Ruko Baru Daerah Krakatau Komplek Woodlands,"Medan Timur, Medan",Rp 750 Juta,Rumah,2,2,1,80 m²,138 m²
Dijual Apartemen Podomoro Jalan Putri Hijau Liberty Tower Lt 25,"Medan Barat, Medan","Rp 1,8 Miliar",Apartemen,1,1,,,63 m²
Ready Siap Huni Dekat Usu,"Medan Selayang, Medan",Rp 650 Juta,Rumah,3,2,,105 m²,60 m²
Dijual Apartemen Podomoro Liberty Tower Lt 25 Jalan Putri Hijau,"Medan Barat, Medan","Rp 1,8 Miliar",Apartemen,1,1,,,63 m²
Apartemen Grand Jati Junction Medan 2 Kamar Tidur Furnished Bagus,"Medan Kota, Medan","Rp 1,3 Miliar",Apartemen,2,2,,,69 m²
Rumah Villa Mewah Komplek Cemara Park Palace,"Medan Tembung, Medan","Rp 1,96 Miliar",Rumah,3,3,2,112 m²,120 m²
Dijual Rumah Jalan Marelan Pasar 1 Tengah,"Medan Marelan, Medan",Rp 1 Miliar,Rumah,3,2,,160 m²,160 m²
Ruko Bisnis 888 Hm Yamin - Medan Kota,"Medan Kota, Medan","Rp 1,8 Miliar Total",Ruko,,3,,80 m²,204 m²
Rumah Ruko Gandeng Lebar 8 Krakatau Madio Santoso,"Medan Timur, Medan","Rp 1,3 Miliar",Rumah,2,2,2,88 m²,176 m²
"Rumah 2 Lantai Murah Medan Johor Asri, Tenang Dan Bebas Banjir","Medan Johor, Medan",Rp 750 Juta,Rumah,3,3,1,84 m²,100 m²
Ruko Daerah Halat Dekat Stadion Teladan Medan,"Medan Area, Medan","Rp 1,7 Miliar",Rumah,2,3,,100 m²,100 m²
Dijual Rumah Komplek Harjo Sari Daerah Sisingamaraja,"Medan Amplas, Medan","Rp 1,2 Miliar",Rumah,3,3,1,140 m²,280 m²
Di Jual Rumah Siap Huni Daerah Krakatau Kota Medan,"Medan Timur, Medan","Rp 1,5 Miliar",Rumah,3,3,,56 m²,182 m²
Di Jual Ruko Daerah Ayahanda Kota Medan,"Medan Petisah, Medan",Rp 700 Juta,Rumah,3,2,1,93 m²,153 m²
Di Jual Rumah Siap Huni Cantik Komplek Sering Indah Kota Medan,"Medan Tembung, Medan",Rp 725 Juta,Rumah,2,2,,48 m²,120 m²
Dijual Apartemen Podomoro City Deli Medan Tower Lincoln,"Medan Barat, Medan","Rp 1,55 Miliar",Apartemen,2,1,,,56 m²
Ruko Komplek Citra Garden,"Medan Baru, Medan","Rp 2,2 Miliar Total",Ruko,,,,63 m²,204 m²
Ruko Kawasan Bisnis Pinggir Jalan Besar,"Medan Helvetia, Medan","Rp 1,6 Miliar Total",Ruko,,,,60 m²,180 m²
Ruko Jalan Karya Setia,"Medan Barat, Medan",Rp 725 Juta Total,Ruko,,2,,52 m²,130 m²
Ruko Gandeng 888 Mahkamah - Medan Kota,"Medan Kota, Medan","Rp 4,7 Miliar Total",Ruko,,3,,160 m²,384 m²
Ruko Jalan Pasundan Gang Sentosa,"Medan Petisah, Medan",Rp 650 Juta Total,Ruko,,2,,56 m²,120 m²
Ruko Jalan Aksara,"Medan Tembung, Medan","Rp 1,2 Miliar Total",Ruko,,3,,68 m²,224 m²
Dijual Rumah Siap Huni Komplek Zilenia Residence Medan Sunggal,"Medan Sunggal, Medan",Rp 900 Juta,Rumah,3,3,1,102 m²,144 m²
Rumah Jalan Kapten Patimura Gang Mandailing,"Medan Baru, Medan","Rp 4,5 Miliar",Rumah,6,2,4,443 m²,200 m²
Rumah Jalan Bakaran Batu,"Medan Area, Medan","Rp 1,5 Miliar",Rumah,5,2,1,160 m²,200 m²
Rumah Megah Sangat Luas 888 Mansyur - Medan Selayang,"Medan Selayang, Medan",Rp 9 Miliar,Rumah,8,8,,900 m²,900 m²
"Dijual Rumah Tua Di Jl. Gunung Seulawah, Daerah Krakatau ( 100m Dari Krakatau ) Dekat Umsu 4 Menit, Dekat Univ Nomensen, Medan.","Medan Timur, Medan","Rp 1,3 Miliar",Rumah,5,2,1,250 m²,210 m²
"Dijual Rumah Di Perumahan Grand Sweet 2, Medan Johor.","Medan Johor, Medan",Rp 850 Juta,Rumah,3,3,1,72 m²,160 m²
Rumah Cantik Padang Bulan,"Medan Selayang, Medan",Rp 585 Juta,Rumah,3,1,,108 m²,60 m²
Hunian Exclusive Tercantik Di Kota Medan,"Medan Johor, Medan",Rp 540 Juta,Rumah,2,1,1,94 m²,50 m²
Ruko Lokasi Premium - Inti Kota - Sangat Strategis - Jl. Candi Prambanan,"Medan Petisah, Medan","Rp 1,5 Miliar Total",Ruko,,4,,104 m²,252 m²
"Rumah Lebar 7 Meter - Lokasi Strategis - Jl. Perdata , Cemara","Medan Timur, Medan",Rp 850 Juta,Rumah,3,2,,105 m²,110 m²
Rumah Tua Jl. Jambi. ± 50 Meter Ke Sekolah Sutomo 1,"Medan Perjuangan, Medan","Rp 1,1 Miliar",Rumah,,,,100 m²,100 m²
"di Perumahan Adhinata, Jl.besar Pasar 3 Barat Marelan, Medan","Marelan, Medan",Rp 550 Juta,Rumah,2,1,,120 m²,80 m²
"di Melati Edelweiss, Jl. Melati 2 Simpang Pemda, Medan","Medan Selayang, Medan","Rp 1,04 Miliar",Rumah,4,3,,140 m²,120 m²
Di Jual Murah Villa Komp. The Somerset Regency,"Medan Sunggal, Medan","Rp 3,6 Miliar",Rumah,3,3,,198 m²,198 m²
"di Hunian Mewah Marelan Permai, Jl. Marelan, Medan","Marelan, Medan",Rp 345 Juta,Rumah,2,1,,84 m²,45 m²
Komplek Perumahan Sinar Mas Jl.Garu 1,"Medan Amplas, Medan",Rp 700 Juta,Rumah,3,2,,96 m²,80 m²
"di Perwira Residence, Jl. Perwira Ujung, Gatsu, Medan","Medan Helvetia, Medan",Rp 670 Juta,Rumah,3,2,,168 m²,80 m²
"di Jual Rumah Mewah Luxury Daerah Gatsu, Medan","Medan Helvetia, Medan","Rp 2,3 Miliar",Rumah,5,5,,168 m²,150 m²
"di Jual Rumah Nafisya Regency, Jl.kapten Muslim, Medan","Medan Helvetia, Medan",Rp 500 Juta,Rumah,2,1,,91 m²,50 m²
"di Jual Rumah Komplek Gatsu Mansion, Jl. Pinang Baris, Medan","Medan Sunggal, Medan",Rp 735 Juta,Rumah,3,2,,96 m²,84 m²
Ruko Siap Buka Kantor 888 - Ah Nasution - Medan Johor,"Medan Johor, Medan","Rp 3,5 Miliar Total",Ruko,,3,,64 m²,192 m²
"di Twin House Ringroad, Jl. Mega, Tj.rejo, Medan","Medan Selayang, Medan",Rp 845 Juta,Rumah,3,2,,120 m²,90 m²
Di Jual Murah Rumah Siap Huni Komplek Classic 3,"Medan Selayang, Medan",Rp 950 Juta,Rumah,3,2,,98 m²,63 m²
Siap Huni Dalam Komplek Dekat Usu,"Medan Selayang, Medan",Rp 650 Juta,Rumah,3,2,,102 m²,61 m²
Hunian 2 Lantai Hanya 550jt Johor,"Medan Johor, Medan",Rp 550 Juta,Rumah,3,2,,96 m²,84 m²
Apartment The Reiz Condo Type Loft / Mezzanine Lantai 16,"Medan Barat, Medan","Rp 2,9 Miliar",Apartemen,1,2,,,84 m²
Rumah Dalam Komplek Eka Budi Medan Johor,"Medan Johor, Medan",Rp 585 Juta,Rumah,3,2,,96 m²,70 m²
"Disewakan Ruko SHM di Jalan Suka Mulia, Medan","Medan Maimun, Medan",Rp 80 Juta Total,Ruko,,3,,68 m²,224 m²
Greenpark Type Gardenia Free Bphtb Dan Biaya Lain [ Kota Medan ],"Medan Johor, Medan","Rp 1,38 Miliar",Rumah,4,3,1,90 m²,130 m²
Ruko Gandeng Siap Buka Bisnis & Kantor 888 Cbd Polonia - Medan,"Medan Polonia, Medan","Rp 5,7 Miliar Total",Ruko,,3,,180 m²,180 m²
Di Jual Rumah Siap Huni Beserta Perabot Daerah Katamso Kota Medan,"Medan Maimun, Medan",Rp 600 Juta,Rumah,2,2,1,105 m²,138 m²
Ruko Komplek Holyland Residence,"Medan Tembung, Medan","Rp 1,38 Miliar Total",Ruko,,3,1,84 m²,192 m²
Ruko Komplek Megacom,"Medan Helvetia, Medan","Rp 2,5 Miliar Total",Ruko,,2,1,64 m²,240 m²
Rumah + Kios 3 Pintu Jalan Setia Budi,"Medan Sunggal, Medan",Rp 10 Miliar,Rumah,3,2,1,561 m²,66 m²
Rumah Jalan Mesjid Taufik Gang Arsitek,"Medan Timur, Medan",Rp 550 Juta,Rumah,3,2,,48 m²,80 m²
Di Jual Murah Villa Komplek Sari Mas Siap Huni,"Medan Barat, Medan","Rp 5,5 Miliar",Rumah,5,5,,168 m²,168 m²
Di Jual Murah Rumah Komp. Jemadi Permai 1 Siap Pakai,"Medan Timur, Medan","Rp 1,65 Miliar",Rumah,3,3,,104 m²,104 m²
Tersedia Lebar 10 Dalam Komplek Hanya 498jt,"Medan Selayang, Medan",Rp 428 Juta,Rumah,2,1,,84 m²,54 m²
Ruko Jalan Hm Said,"Medan Timur, Medan","Rp 1,8 Miliar Total",Ruko,,3,,108 m²,224 m²
Townhouse Komplek Golden Palace,"Medan Tembung, Medan","Rp 1,08 Miliar",Rumah,3,4,,48 m²,168 m²
Ruko Jalan Bilal,"Medan Timur, Medan","Rp 1,8 Miliar Total",Ruko,,2,,100 m²,210 m²
Dijual Villa Komplek Marriot Suite,"Medan Sunggal, Medan","Rp 2,1 Miliar",Rumah,3,4,,78 m²,135 m²
RUMAH 1 TINGKAT TONGKOL MEDAN AREA,"Medan Area, Medan",Rp 688 Juta,Rumah,2,1,,78 m²,78 m²
Panjang Tanah 18 Lokasi Padang Bulan Dekat Usu,"Medan Selayang, Medan",Rp 584 Juta,Rumah,3,1,,106 m²,60 m²
Di Jual Murah Villa The Marriot Residence,"Medan Sunggal, Medan","Rp 2,5 Miliar",Rumah,3,3,1,90 m²,60 m²
Di Jual Murah Villa Komp. River View Hook,"Medan Polonia, Medan",Rp 29 Miliar,Rumah,6,4,,633 m²,250 m²
Rumah Luas 17 X 36 Depan Rs. Mitra Sejati Medan,"Medan Johor, Medan","Rp 2,8 Miliar",Rumah,6,2,6,602 m²,150 m²
Rumah Cantik 2 Lantai Lantai Granit di Tengah Kota Medan,"Medan Amplas, Medan","Rp 1,25 Miliar",Rumah,3,2,,93 m²,114 m²
Rumah Posisi Hook Fully Furnished Siap Huni di Perumahan Indah Johor Medan,"Medan Johor, Medan","Rp 1,27 Miliar",Rumah,3,3,,133 m²,190 m²
Rumah mewah siap huni di Komplek Cemara Asri. Medan my,"Medan Perjuangan, Medan","Rp 11,5 Miliar",Rumah,4,5,,450 m²,260 m²
Rumah Siap Huni Di Komplek Medan Resort City,"Medan Area, Medan","Rp 1,1 Miliar",Rumah,4,3,,136 m²,80 m²
Ruko Murah 3 Lantai Di Jalan Serdang Medan,"Medan Timur, Medan","Rp 1,5 Miliar Total",Ruko,,2,,56 m²,174 m²
Rumah Jalan Galang,"Medan Perjuangan, Medan",Rp 950 Juta,Rumah,2,2,1,84 m²,120 m²
Di Jual Rumah Di Pinggir Jalan Besar Perumnas Simalingkar,"Medan Tuntungan, Medan",Rp 850 Juta,Rumah,3,2,1,176 m²,150 m²
"di Jl Amal Luhur, Kompleks Buwono Millenium, Medan","Medan Helvetia, Medan",Rp 700 Juta,Rumah,,2,1,60 m²,100 m²
"di Perumahan The Castle Residence, Jl. Saudara Ujung, Medan","Medan Kota, Medan",Rp 795 Juta,Rumah,3,1,,66 m²,90 m²
"di Perumahan Skyville Regency, Jl.makmur Psr 7, Medan","Medan Tembung, Medan",Rp 300 Juta,Rumah,3,2,,760 m²,60 m²
"di Rumah Osaka Nodigon Gate, Jl. Asoka, Medan","Medan Selayang, Medan","Rp 1,06 Miliar",Rumah,2,1,,90 m²,100 m²
Perumahan Muslim Zahira 1 Medan Selayang,"Medan Selayang, Medan",Rp 750 Juta,Rumah,3,2,,123 m²,120 m²
Rumah Siap Huni Daerah Gaperta Ujung Medan,"Medan Helvetia, Medan",Rp 600 Juta,Rumah,3,2,,109 m²,109 m²
Rumah Jalan Tenggiri,"Medan Area, Medan",Rp 650 Juta,Rumah,2,1,,93 m²,71 m²
Ruko Jalan Tilak,"Medan Kota, Medan","Rp 1,1 Miliar Total",Ruko,,3,,64 m²,224 m²
"Dijual Townhouse 4,5 Tingkat Siap Huni Jalan Budi Kemenangan","Medan Barat, Medan","Rp 1,8 Miliar",Rumah,14,11,1,120 m²,136 m²
Dijual Townhouse Gandeng Semi Furnished Jalan Budi Kemenangan,"Medan Barat, Medan","Rp 1,8 Miliar",Rumah,14,11,1,120 m²,136 m²
Dijual Townhouse Semi Furnished Jalan Budi Kemenangan,"Medan Barat, Medan","Rp 1,8 Miliar",Rumah,14,11,1,120 m²,136 m²
"Dijual Townhouse Gandeng 4,5 Tingkat Jalan Budi Kemenangan","Medan Barat, Medan","Rp 1,8 Miliar",Rumah,14,11,1,120 m²,136 m²
RUMAH PETAK KATAMSO MEDAN JOHOR,"Medan Johor, Medan",Rp 350 Juta,Rumah,2,2,,190 m²,165 m²
"Ruko Di Jalan Kelambir V Komplek Kapten Muslim Business Point, Medan Helvetia SHM - Sertifikat Hak Milik","Medan Helvetia, Medan","Rp 1,5 Miliar Total",Ruko,,1,1,65 m²,65 m²
Rumah Full Furnish Daerah Krakatau - Cemara,"Medan Timur, Medan","Rp 1,55 Miliar",Rumah,3,4,1,55 m²,150 m²
RUMAH 2 TINGKAT SUKA CIPTA MEDAN,"Medan Johor, Medan",Rp 5 Miliar,Rumah,5,5,,966 m²,1200 m²
Murah Rumah Strategis Kapten Muslim Shm,"Medan Petisah, Medan",Rp 890 Juta,Rumah,3,2,1,108 m²,156 m²
Rumah Luas Siap Huni Daerah Medan Tembung,"Medan Tembung, Medan",Rp 975 Juta,Rumah,4,3,,195 m²,195 m²
Rumah Cantik Siap Huni 1 Lantai Di Medan Johor,"Medan Johor, Medan",Rp 520 Juta,Rumah,2,2,1,112 m²,80 m²
Rumah Jalan Brigjend Katamso Gang Subur Lama,"Medan Maimun, Medan",Rp 600 Juta,Rumah,2,2,1,105 m²,138 m²
Ruko Jalan Pasar Ramai,"Medan Area, Medan","Rp 1,9 Miliar Total",Ruko,,3,1,68 m²,324 m²
Komplek Cemara Asri Jalan Nenas,"Medan Deli, Medan","Rp 3,5 Miliar",Rumah,3,2,1,180 m²,180 m²
Ruko Jalan Gagak Hitam Ringroad,"Medan Selayang, Medan",Rp 3 Miliar Total,Ruko,,3,,64 m²,224 m²
Rumah Inti Kota Daerah Sutomo Ujung Komplek Pelita 4 Nodigon,"Medan Timur, Medan",Rp 650 Juta,Rumah,2,2,1,38 m²,102 m²
Ruko Perjuangan Lumiere Jalan Perjuangan Hm Yamin Sutomo Ujung,"Medan Tembung, Medan","Rp 1,29 Miliar Total",Ruko,,,,126 m²,220 m²
Dijual Ruko Megacom Jl. Kapten Muslim Medan,"Medan Helvetia, Medan","Rp 2,5 Miliar Total",Ruko,,2,,64 m²,240 m²
Jual Sewa. 2 Rumah. Jl. Urip. Daerah Premium Juanda Dan Sudirman,"Medan Polonia, Medan",Rp 21 Miliar,Rumah,12,9,1,565 m²,800 m²
Dijual Townhouse Mewah Gandeng Jalan Budi Kemenangan Daerah Bilal,"Medan Barat, Medan","Rp 1,8 Miliar",Rumah,14,11,1,120 m²,544 m²
RUMAH PETAK RAWA CANGKUK MEDAN DENAI,"Medan Denai, Medan",Rp 675 Juta,Rumah,3,2,,116 m²,116 m²
RUMAH PETAK JALAN SUMBA MEDAN PERJUANGAN,"Medan Perjuangan, Medan","Rp 1,4 Miliar",Rumah,3,2,,150 m²,150 m²
Projek Rumah Baru 1 Lantai Ready Siap Huni,"Medan Sunggal, Medan",Rp 390 Juta,Rumah,2,1,,84 m²,50 m²
"di Perumahan Royal Gaudium, Jl. Makmur, Helvetia, Medan","Medan Helvetia, Medan",Rp 750 Juta,Rumah,3,3,2,128 m²,80 m²
"di Perumahan Flamboyan Park, Jl. Flamboyan, Medan","Medan Sunggal, Medan",Rp 900 Juta,Rumah,3,3,1,126 m²,56 m²
"Ruko Jl. Jenderal Ahmad Yani, Jl. Kesawan. Depan Restoran Tip Top","Medan Barat, Medan",Rp 5 Miliar Total,Ruko,,1,,100 m²,400 m²
"di Perumahan Grand Djohor Bahru, Jl. Padat Karya, Medan","Medan Johor, Medan",Rp 588 Juta,Rumah,3,2,,72 m²,50 m²
"di Perumahan Puri Nabawi, Jl. Turi Ujung, Medan","Medan Denai, Medan",Rp 475 Juta,Rumah,2,1,,84 m²,54 m²
"di Perumahan Pesona Ester Xx, Jl. Bunga Ester 20A, Medan","Medan Selayang, Medan",Rp 485 Juta,Rumah,2,1,,96 m²,50 m²
"di Perumahan Tembung Siap Huni, Tembung, Medan","Medan Tembung, Medan",Rp 260 Juta,Rumah,2,1,,72 m²,45 m²
"di Perumahan Cluster Tripuri Asri, Medan","Medan Marelan, Medan",Rp 250 Juta,Rumah,2,1,1,84 m²,45 m²
"di Perumahan Milala Tengah, Padang Bulan, Medan","Medan Selayang, Medan",Rp 350 Juta,Rumah,2,1,,84 m²,48 m²
"di Perumahan The Tentrem Village, Sunggal, Medan","Medan Sunggal, Medan",Rp 220 Juta,Rumah,2,1,,72 m²,45 m²
"di Rumah Subsidi Grand Permata Mencirim,, Medan","Medan Sunggal, Medan",Rp 166 Juta,Rumah,2,1,,120 m²,36 m²
"di Griya Abdul Roni Twin, Jl. Perintis Baru, Tani Asli, Medan","Medan Sunggal, Medan",Rp 278 Juta,Rumah,2,1,,108 m²,50 m²
"di Perumahan Jadiraya Permai, Jl. Gatot Subroto, Medan","Medan Helvetia, Medan",Rp 438 Juta,Rumah,2,1,,72 m²,50 m²
"di Perumahan Bima Setiabudi, Jl. Pasar 2, Medan","Medan Selayang, Medan",Rp 888 Juta,Rumah,3,2,,90 m²,84 m²
Ruko Razak Mas. Harga Sangat Bagus. Selangkah Ke Plaza Medan Fair,"Medan Petisah, Medan","Rp 1,1 Miliar Total",Ruko,,3,,66 m²,198 m²
Dijual Apartemen Type Studio Siap Huni + Perabot di Mansyur Residence,"Medan Sunggal, Medan",Rp 400 Juta,Apartemen,1,1,,,24 m²
RUMAH TB SIMATUPANG GG HARMONIS 2 MEDAN SUNGGAL,"Medan Sunggal, Medan",Rp 900 Juta,Rumah,7,3,,200 m²,150 m²
Dijual Apartemen Mansyur Residence Siap Huni Full Furnish,"Medan Sunggal, Medan",Rp 380 Juta,Apartemen,1,1,,,24 m²
Hunian Minimalis Promo Cash 380jt Di Medan Sunggal,"Medan Sunggal, Medan",Rp 390 Juta,Rumah,2,1,1,90 m²,50 m²
Ruko Bisnis Jalan Thamrin,"Medan Kota, Medan",Rp 2 Miliar Total,Ruko,,2,1,77 m²,237 m²
Dijual Rumah Jalan Sei Asahan Gang Sitepu,"Medan Selayang, Medan","Rp 2,35 Miliar",Rumah,5,4,,225 m²,400 m²
Ruko Strategis Pinggir Jalan Besar di Inti Kota Medan,"Medan Timur, Medan",Rp 7 Miliar Total,Ruko,,4,,192 m²,144 m²
Dijual Ruko Jalan Pukat Ii,"Medan Tembung, Medan","Rp 1,4 Miliar Total",Ruko,,,,125 m²,202 m²
Rumah Jalan Rawa I,"Medan Denai, Medan",Rp 700 Juta,Rumah,3,2,1,72 m²,108 m²
Dijual Rumah Medan Resort City Cluster Baflo Jalan Merci Raya,"Medan Johor, Medan","Rp 1,17 Miliar",Rumah,3,3,1,105 m²,112 m²
Dijual Ruko Strategis Inti Kota - Bisa Buka Usaha,"Medan Denai, Medan",Rp 1 Miliar Total,Ruko,,2,,100 m²,200 m²
Ruko Lebar 5 Meter Berada Tepat Dikawasan Wisata Kota Medan,"Medan Barat, Medan",Rp 5 Miliar Total,Ruko,,1,,100 m²,400 m²
Rumah Gaya Industrial Dekat Mesjid Tanjung Rejo Setia Budi,"Medan Sunggal, Medan",Rp 885 Juta,Rumah,3,2,,105 m²,81 m²
Rumah Bekas Rasa Baru Siap Huni Di Ringroad,"Medan Sunggal, Medan",Rp 675 Juta,Rumah,3,2,,78 m²,105 m²
Hunian Terbaik Selangkah Ke Unimed,"Medan Tembung, Medan",Rp 385 Juta,Rumah,2,1,,84 m²,59 m²
Rumah Mewah Komplek Setiabudi Medan Sunggal,"Medan Sunggal, Medan",Rp 958 Juta,Rumah,3,3,,90 m²,120 m²
"di Perumahan Debang Taman Sari, Jl. Simpang Pemda, Medan","Medan Selayang, Medan",Rp 680 Juta,Rumah,3,2,,84 m²,70 m²
"di Pesona Johor Sehati, Jl. Karya Dharma, Medan","Medan Johor, Medan",Rp 575 Juta,Rumah,2,1,,99 m²,50 m²
"di Twin House Johor, Jl. Tani Bersaudara, Johor Ujung, Medan","Medan Johor, Medan",Rp 588 Juta,Rumah,3,2,,80 m²,88 m²
"di Perumahan San Marino, Setiabudi, Medan","Medan Selayang, Medan","Rp 1,25 Miliar",Rumah,3,3,,110 m²,140 m²
"di Grand Setiabudi Residence, Jl. Bunga Melur V, Medan","Medan Selayang, Medan","Rp 1,35 Miliar",Rumah,3,3,1,90 m²,130 m²
Rumah Promo  248 Jt Lokasi Dkt Sekolah Harapan 3 Johor,"Medan Amplas, Medan",Rp 248 Juta,Rumah,2,1,1,72 m²,40 m²
Rumah Turun Harga Rumah Komplek Mariendal,"Medan Amplas, Medan",Rp 420 Juta,Rumah,2,1,1,78 m²,50 m²
Rumah Turun Harga Rumah Citra Wisata Medan Johor,"Medan Johor, Medan","Rp 1,65 Miliar",Rumah,3,2,1,180 m²,120 m²
"di Puri Andara Setiabudi, Jl. Bunga Wijaya Kesuma, Medan","Medan Selayang, Medan",Rp 875 Juta,Rumah,3,2,1,94 m²,70 m²
"Rumah 2 Lantai Di Jl Jawa , Kapten Muslim","Medan Sunggal, Medan",Rp 850 Juta,Rumah,3,2,,72 m²,120 m²
APARTMENT JATI JUNCTION Medan,"Medan Barat, Medan","Rp 1,3 Miliar",Apartemen,2,1,,,77 m²
"Dena Asri Residence, Pasar 2 Barat, Marelan","Medan Marelan, Medan",Rp 395 Juta,Rumah,2,1,,84 m²,45 m²
Dijual Townhouse Komplek Karya Town House Jalan Karya Medan,"Medan Barat, Medan","Rp 1,25 Miliar",Rumah,3,3,,48 m²,144 m²
Dijual Cepat Komplek Tenun Indah Jl Pabrik Tenun Semi Furnish,"Medan Petisah, Medan","Rp 1,1 Miliar Total",Ruko,,2,,92 m²,150 m²
Dijual Ruko Bisnis Jl Mandala Lokasi Strategis,"Medan Denai, Medan","Rp 1,3 Miliar Total",Ruko,,2,,76 m²,135 m²
"Ruko Kawawan Chinese  di Jalan Rahayu Pukat Banting I daerah Mandala By Pass, Medan Tembung","Medan Tembung, Medan",Rp 700 Juta Total,Ruko,,2,1,72 m²,192 m²
"Dijual Rumah Kosong Komplek Mutiara Wahidin, Pancing, Medan","Medan Perjuangan, Medan","Rp 1,1 Miliar",Rumah,3,2,,66 m²,165 m²
"Rumah Baru Renovasi , Harga Bagus Inti Kota Medan, Lokasi Mantap","Medan Tembung, Medan",Rp 500 Juta,Rumah,2,2,,52 m²,104 m²
Dijual Rumah 2.5lantai Jl.tangkul Area Jl.tuasan,"Medan Tembung, Medan",Rp 920 Juta,Rumah,,,2,60 m²,150 m²
River Place Villa Fasilitas Bintang 5 Daerah Titi Kuning Medan Johor,"Medan Johor, Medan",Rp 850 Juta,Rumah,3,3,1,66 m²,115 m²
Ruko 3½ Tingkat Dalam Kota Dan Strategis,"Medan Timur, Medan","Rp 2,3 Miliar Total",Ruko,,3,1,122 m²,297 m²
Dijual Komplek Baru Daerah Titi Kuning Fasilitas Bintang 5,"Medan Johor, Medan","Rp 1,02 Miliar",Rumah,3,3,2,72 m²,92 m²
Dijual Rumah Full Perabot Komplek Halton Place Pangilma Denai,"Medan Denai, Medan","Rp 3,5 Miliar",Rumah,3,4,1,90 m²,180 m²
Dijual Cepat Rumah Jalan Mandala By Pass Daerah Medan Denai,"Medan Denai, Medan","Rp 1,4 Miliar",Rumah,3,2,1,294 m²,195 m²
Dijual Termurah Rumah Komplek Avenue Jalan Denai Daerah Mandala,"Medan Denai, Medan","Rp 1,2 Miliar",Rumah,5,2,1,96 m²,165 m²
Rumah 1 Tingkat Siap Huni Dalam Komplek Tasbi 2,"Medan Sunggal, Medan","Rp 1,1 Miliar",Rumah,2,1,1,144 m²,104 m²
"Rumah siap huni semi furnish Helvetia By Pass, Medan","Medan Helvetia, Medan",Rp 650 Juta,Rumah,2,2,,64 m²,144 m²
Rumah Besar Lebar 14 Meter Di Pusat Kota Medan( Selangkah Ke Gramedia),"Medan Petisah, Medan",Rp 8 Miliar,Rumah,,,,420 m²,468 m²
Ruko Golden Trade Center 5 lantai Medan -RK-0193,"Medan Petisah, Medan","Rp 4,5 Miliar Total",Ruko,,,,64 m²,320 m²
Rumah Lebar 14 Meter 3 Lantai Inti Kota Medanfull Furnished,"Medan Barat, Medan",Rp 8 Miliar,Rumah,5,5,,420 m²,468 m²
Rumah Mewah Luas. Inti Kota. Selangkah Ke Gramedia Jl. Gajah Mada,"Medan Baru, Medan",Rp 8 Miliar,Rumah,5,5,1,420 m²,468 m²
Dijual Rumah Furnish Komplek Citra Wisata Medan Johor,"Medan Johor, Medan","Rp 1,5 Miliar",Rumah,3,3,1,207 m²,324 m²
